question,Meta-Llama-3.1-8B-Instruct-bnb-4bit__score,Meta-Llama-3.1-8B-Instruct-bnb-4bit_prompt__score,SciComma-3.1-8B_y__score,SciComma-3.1-8B_prompt__score,human__score,gpt-3.5-turbo-0125__score,gpt-3.5-turbo-0125_cot__score,scicomma-3.1-dpo__score,scicomma-3.1-dpo_prompt__score,organic_dpo__score,organic_dpo_prompt__score,organic_sft__score,organic_sft_prompt__score,llama-3.3-70b__score,SciComma-3.3-70B__score,claude-3-7-sonnet-20250219__score,gpt-5__score,kimi-k2-thinking__score,grok-4__score,gpt-5_prompt__score,kimi-k2-thinking_prompt__score,grok-4_prompt__score,llama-2-7b__score,SciComma-3.1-8B_gpt5__score,SciComma-3.1-8B_gpt5_prompt__score,kimi-k2.6-sft__score,kimi-k2.6-sft_prompt__score
"when the body loses a significant amount of blood, is the production of blood cells sped up to help replace the lost blood quickly, or are they produced at the same rate?",11.406602447552448,10.199623773584904,10.398317279726262,10.018530303030303,10.620497727272728,10.933373563218392,10.790151785714286,10.04026091954023,10.497295292207792,10.927900853298326,10.09049257884972,10.048408307441234,9.353390452261308,10.333442635658916,9.839708917197452,12.191734782608696,12.391916666666669,12.528626984126984,11.815789201877935,10.121949255583129,10.77725500459137,10.95204818236594,10.474241176470588,10.820927313566935,10.142718357487922,10.660491290322582,10.839330839002267
can we and how do we determine if a sound is produced in front or behind us?,8.643156319290465,8.129951587301587,8.92020331838565,7.581561433720465,8.528922325581394,8.939024312896407,8.92145881773399,8.851001204819278,7.858272727272728,9.139783412985196,7.520230732826617,8.827180327868852,7.789879047619047,8.567434757281553,8.700388524590164,11.793424943820224,12.402255555555556,13.469565248226951,11.494737254901962,9.440535307431158,10.788768100358425,10.485545447816431,9.543724827586209,8.728461851851852,7.424193975903615,9.328595225464191,9.38643904807577
how close could a machine get to the sun?,10.37821797556719,10.977418050065875,9.877661904761904,8.105121973287376,8.626373446327683,10.571622807017544,9.708984126984127,7.861464864864865,9.580911363636364,10.60188228324243,9.383256593673966,10.498125354213274,8.84464470046083,11.238645991561182,9.980742105263158,12.4119,13.814042424242423,15.20711782178218,12.210481881533102,10.793028172043012,10.655299327731091,12.184732495812394,10.728959649122809,9.53292882882883,8.94539112352576,10.416930344827588,9.47584320050601
how do surgeons connect nerves to donated organs?,12.512268181818182,10.18535601965602,12.077656842105265,10.417403370786518,10.010463364485982,11.306623270440252,11.60619070929071,10.916944444444445,11.185671830985916,11.987035714285714,11.096225282602704,11.08376202247191,6.808756399951285,11.142280126849894,11.287086206896554,12.96700973084886,13.085604109589044,12.871262977867204,13.188555537190084,10.896095515695068,10.767034710947108,12.032086657270378,12.055579545454544,12.147509315068492,10.73832047440699,12.431517501439265,10.544281286549708
do adult birds ever feed other adult birds?,10.697036832239926,10.024663317972353,10.49612857142857,10.650874879227054,10.528694594594596,11.62913157894737,11.571229166666669,11.537856989247311,9.392121659388646,10.53831395901396,11.162623076923078,9.942036231884057,9.231842755465175,11.58445960591133,10.987526785714286,12.052201621621622,14.380833333333332,13.442408374384238,12.457366666666667,10.525522668900056,10.945458139534884,11.572453023663456,9.928403571428571,10.572050649350649,10.05252267379679,10.977328297055056,10.078773635307781
"if i have a column of water 100' tall and 2 meters in diameter and i scuba dive to the bottom of that, is the pressure the same as if i were 100' down in the ocean?",10.339787431693988,7.609724806201551,7.638728436018957,6.92101506849315,9.228429209621993,7.88586138996139,9.648620261437909,7.756192555331992,8.241581006493506,10.32770983709273,7.965567328935455,7.57860462962963,10.665682690058478,10.104576244131456,7.599488139059304,10.06257191011236,10.7304,10.9445,11.050785714285714,8.612459679266896,8.752141021047919,10.390371794871797,9.594595238095238,8.576,7.6948583710407235,9.53171052631579,7.7838522789604285
why doesn't the suction power behind a fan feel as strong as the wind coming out of the front?,8.849396143497758,7.879223232323232,7.421575167785235,7.890869833045481,6.576151851851852,8.140785714285714,8.312618146718147,7.689043778801844,8.084812826899128,8.97680462167689,7.310568045112783,7.256639574468085,6.931224137931034,8.009421801801802,7.2733404371584705,10.325863585434174,10.011381720430109,11.651460714285715,10.86707728937729,8.537670954356848,9.136362650602411,9.92621384502387,8.43874927536232,8.180328248587571,7.257144155844156,8.312833333333334,9.024382400358263
"if all we had was a fossil of a cheetah, would we be able to tell it ran over 70 mph?",10.949462094240838,10.45348705882353,9.752984563758387,9.215526923076922,9.497083333333334,11.421503508771927,10.758094594594596,10.693338095238095,9.61200004568296,10.975302380952382,10.493064285714286,9.397848571428572,7.986831751640586,10.851204607046071,10.894354864154252,13.033057446808511,12.58157787114846,12.149380751173709,14.158213125,10.189433333333334,10.621786850152906,11.579338532110093,10.080934972677596,10.10335325443787,9.354040251572329,10.309301389793703,8.033259472324222
"can there be an orbit around a black hole in which the apoapsis is above the photon sphere, but the periapsis is below the event horizon?",10.015616981132077,10.275971235721704,9.040201729660474,9.073027689594356,10.282781818181816,10.263458178053831,10.823848148148148,8.639923157894737,10.486737809373356,10.190119820769636,9.768548484848484,8.468216526610643,8.054175375722544,9.706445274527454,8.979807142857144,11.121261904761903,12.721661070559612,11.78654761904762,11.708386542443064,9.554593406593408,9.419180303030304,10.68081111111111,9.94501282051282,9.164901310615988,9.571648008385743,10.960273504273506,8.677551346676552
what is the hottest object in the known universe?,11.500153731343284,10.83947435897436,11.04491076923077,10.09784347826087,11.758639130434783,11.213670588235294,12.118824357656733,9.375326569608736,10.9151160834868,11.286667746429815,11.179996267696268,10.424170588235295,8.452,11.116173059360731,10.96050836236934,13.975788510638298,14.72496567164179,12.940525274725276,12.415841269841268,11.40884910765688,10.98740198938992,11.688917276099628,11.837857575757576,11.402927936507936,11.498039640055376,10.805567857142858,9.208739077905847
"do other primates have the same ""fetal position"" as humans?",10.546987043189368,10.132357142857144,12.316384523809525,10.42052906793049,10.222827927927929,10.693338095238095,12.096195833333336,10.796506535947714,9.260031738437002,11.33900997782705,10.650397585227273,10.497548301886791,8.913610761154857,11.985778260869566,12.61788177727784,13.549716310679612,12.02612394160584,13.677416666666666,12.57604761904762,11.159546424642466,11.026858111587984,12.075864076130054,11.148924242424243,11.351563247863249,10.478333236574748,11.446494411177646,9.596804761904762
how does dissolving table salt in water affect the volume of the mixture?,9.39055067497404,9.010345307443366,9.339909523809524,8.27983916083916,9.585605945945948,11.254670370370372,9.956855844155845,8.805758333333333,8.903953397129186,9.669670281124498,9.43709525166192,9.899750174216027,6.802800751879699,11.260214285714286,10.124269296375267,10.396268421052632,12.489818380062305,10.777256862745098,11.806478015267176,10.469860524160524,10.385698412698414,9.980705661080076,10.022391666666667,9.5234,9.318818936877076,8.712073333333333,9.363223026511767
does a single atom cast a shadow?,9.231369056603777,8.45047142857143,8.6256,9.189528571428571,9.59852951487974,10.287651515151516,9.781885281385282,8.78594513368984,8.823300641025641,9.887746403508771,7.813717789757412,7.637700000000001,8.931515241635687,9.565480952380952,9.823057396449704,11.652218461538462,10.944435094339624,11.668562988505748,11.539510084033614,10.1701932718894,10.03440154459392,10.285245519429026,0.0496,8.947767407407408,8.838044736842106,10.314802333065165,8.368780059523809
will a tesla eventually not hold its charge as long?,12.939287301587305,10.790298834951455,12.463446328257191,8.517545555555557,8.116483333333333,11.871841481481482,12.87296086956522,10.398317279726262,9.506671980676328,12.182948198757764,10.24195415499533,10.072439393939394,8.296702515723272,10.83455194805195,11.015357142857145,13.787757142857144,11.36356153846154,13.640981542699723,13.109162365591398,10.043193591654248,10.004436974549614,11.554063701707095,11.857441365461847,12.229200033500838,9.360580808080808,11.881716802876758,10.396121489289357
"in quantum field theory, are the electric and magnetic fields considered to be two separate fields that interact, or two aspects of a single field?",11.331666666666669,9.892204561403508,9.612935443037976,9.40503103448276,11.803164150943395,10.592620187793427,10.353197824030277,11.191024112149533,10.442270680628273,11.154246031746032,10.057534019501626,11.134824914675768,7.403448045977012,9.963546511627907,9.253571052631578,12.236721782178218,11.536021088435374,11.568666666666669,12.107699230769231,10.348202790014684,10.358401595179014,11.762328453267164,9.480648356807512,10.366722222222222,9.829842176165805,9.587281395348837,10.051435106382979
at what altitude do compasses cease to work?,11.445284615384615,9.508355311004784,10.837976923076925,8.93445039717564,9.852446341463416,10.673285964912282,9.89598155339806,11.723869047619049,9.46853188405797,11.133482156540778,9.984838130586276,10.671966666666666,10.1561332417079,10.217652709359603,10.245805208333334,12.237550864197532,10.808833237410072,12.116297050147493,12.171564661654136,10.412940115515884,10.712098055555556,10.766950038080733,10.2509,10.837976923076925,9.232591822660098,11.522398412698411,10.244214355379459
what is the difference between animals that are made of colonies of smaller organisms and animals that are not?,10.857127956989247,10.35344188844331,11.003500204290091,10.103701587301586,9.575565953654188,12.163084795321636,11.863481395348838,10.47161328671329,9.765515672178289,10.779475132945048,9.218673633708804,11.799585867740852,8.458977948717948,11.35234077669903,12.117518181818182,13.193260215053764,11.319925396825395,13.569362222222225,13.15399247311828,10.76356286990508,10.803715272195836,11.271463120567375,10.128053246753248,11.679586097152429,9.592655038759691,10.2991912319202,10.22810304568528
"how do scientists make sure that the light they are getting is from that particular heavenly body and not a nearby star, like the sun?",11.55632910798122,11.30935060745706,11.438568903803132,10.211022189054727,9.038918779342724,11.026577477477478,11.229013253012049,10.410350704225351,9.791727019089574,11.061402547425471,9.078494987468671,9.248992523513472,7.18778354978355,12.197147619047618,10.423541329179644,12.848275632183908,13.540658208955223,12.410954545454546,11.913442528735631,10.165708108858649,9.249866683143846,11.273163295880147,9.829842176165805,11.411400591715978,10.285776153846154,11.101700105000656,9.416604659498208
iron smelting requires extremely high temperatures for an extended period before you get any results; how was it discovered?,10.728645246277203,10.37307575757576,10.4708,10.031525155666252,8.620724651162792,11.706539254658384,9.801176821192051,11.859170204081634,10.439844220183486,11.56599034852547,10.29712118933698,9.132268329177055,9.122132777777775,11.351109852216748,10.514068421052633,13.340427272727274,11.426487878787878,11.748825995316158,12.495351267605631,9.4556,9.869296078431372,10.77322842105263,10.99461925925926,9.802768864468865,9.71638888888889,11.350318181818182,9.179601503759399
"if we do learn new subject,and concentrate hard. we get mentally tired. what is the neuro-chemical/biological reason behind it?",12.996110299527064,12.035361006289309,11.636854234234232,11.15931270570226,12.861729462989842,12.419722077922078,11.27594779874214,11.45159642857143,10.775070824524311,12.546812708480152,11.37659151943463,9.944093952665206,10.633576836158191,12.63102359432475,10.371093197278912,14.166002521008403,14.594638005390836,15.040713445378152,13.861188863892014,11.84097919293821,11.278178787878788,11.350983433547585,12.228894484995946,12.0644100990099,9.81017564102564,12.598337890353921,11.352974385964913
is there a specific depth below earth's surface where life ceases to exist?,10.025010877192983,10.371469821930647,10.359530303030304,8.53050862275449,8.651328070175438,10.530889019607844,10.690281151832462,10.50890092112838,9.54598051948052,10.463970106761566,9.68300981981982,10.509080716253443,10.648703044496488,10.312033875338752,9.441287379491676,13.428407692307694,12.8955,12.754797744360902,12.397482051282052,10.966317370208635,11.338594205607476,11.568708075117373,10.519147311827956,10.296714285714286,8.645465034965035,11.466720466058764,9.897961823361824
is it possible for an atomic sized black hole to exist in our galaxy? if yes could it's energy be harnessed at all?,10.94380985645933,10.137322869471411,10.182427272727274,9.587481996434938,9.918417837837838,10.483685185185186,11.64263345971564,9.516844578313252,10.461253179723505,10.679862456882164,9.223118791946307,9.620294925373134,8.019687343732713,11.675363636363636,11.00587730496454,12.489818380062305,11.611608108108108,12.49245128205128,12.860509559748428,10.12501399558499,9.445371629445823,11.173173265405143,8.953034975369459,10.684836363636364,9.990806605222732,10.080768460943542,9.241512749615975
why is not vaccinating some children a threat to the whole population and not just other unvaccinated people?,11.302734787667248,8.651057894736843,10.513562142381902,9.606552547575198,9.232208333333332,11.318213036690086,10.069469230769233,10.055474358974358,9.721893506493506,11.075145022624431,9.48495759649603,9.49534705882353,8.958051495726497,11.679771090047394,9.9876461928934,12.3634564753004,12.903571794871796,13.581919900497512,13.246342328042328,10.209083847283406,9.99134329004329,10.856894648829432,10.693338095238095,9.664944444444444,9.978633333333333,10.254871171171171,9.407902499583404
"if i encased a drop of my blood within a commercially-available resin or epoxy, how long would the sample last for genetic analysis?",11.909444444444444,11.881425887143688,11.86675934065934,9.812980620155038,9.823075894039736,12.227827021696251,12.16839523809524,11.904972727272728,11.593653687821613,12.326490338164252,11.056133858921164,11.49664469387755,9.811904034314862,11.738496492847254,11.522468777614138,13.049911764705884,11.280790448013526,14.233276153846154,13.283936591478696,10.319135307987032,10.557921343445289,11.775803921568627,11.985257379636938,12.219148663101604,10.319926982150273,11.84704200803213,10.24503725490196
is there a scientific reason that the hexagon is 'nature's shape'?,12.726203787878788,11.020744519966016,10.392576190476191,9.588629411764709,10.63699786407767,11.062140540540542,11.650467955801105,10.231527257799671,10.401955574614066,11.156911739130436,10.503686750092012,8.736405376344086,8.14934131455399,10.657380396039606,10.943725766871164,13.57747514124294,12.131235632183907,13.12692015503876,13.119549717514126,10.378524567474049,11.317401199040768,11.786453797926212,10.16884191919192,10.303671717171715,9.80851303744799,11.832226060606061,9.006953731343284
how can other civilizations actually see that there is life on earth?,12.585577551020409,10.336504824120604,12.752822424242424,10.339787431693988,9.569781104400343,10.621899402985076,10.145188183421515,9.737500860215054,10.112757224880385,11.421760317460318,8.315643444857496,10.738962447257386,9.349433634992458,11.01936009569378,9.878091432396252,12.286687192118226,12.040275824175824,12.580270175438596,12.369166666666668,9.420532167832167,9.92904298642534,10.775252606941082,12.437925682182986,12.233732156862745,10.92512009569378,11.96904830934831,9.951642564102563
is it possible to create sound waves without the vibration of a physical object like a speaker?,11.892163157894736,9.17473076923077,9.941433333333332,9.334817322478518,11.015118181818185,11.31882,11.600127705627706,9.76253448275862,11.235472585669784,10.974531053351573,10.265078087649403,11.279851508029768,9.409269680365297,11.64710162601626,10.3894098934551,12.659101550387597,12.42541724137931,12.924261584158415,12.219555208333334,9.157608974358975,10.329743956043956,10.851717497982245,10.473237944664032,9.6135,9.988269491525426,10.028250452674897,9.061612781954887
"how come when hot metal is placed in cold water, it does not shatter like glass?",9.917883858998144,10.751019191919193,9.97128392857143,8.908651995089011,9.781172510899022,10.90705119047619,10.560904744069912,8.904157808857809,8.504618426501036,10.166932375656472,8.385037301587301,9.3655,9.53292882882883,12.134847649769585,10.028794581280788,12.38462,10.995104395604397,13.078322222222225,12.047999906629318,10.068068600252207,10.296168838763576,10.704226598465471,8.700799166666666,9.478285714285716,8.553509855072464,9.971193333333332,9.091495215311005
how did we get extra chromosomes?,11.7749782320442,9.689617948717949,10.904962520458266,8.531458378378378,11.665195698924732,11.048221980198022,10.04790803782506,9.22242798573975,9.847816953316954,11.56660547645126,8.85090502313285,11.69606645962733,8.892964593301436,11.693493507853402,11.484507436399218,13.035335056179775,12.565370536692225,11.359100000000002,12.659101550387597,10.227913333333332,10.72938966467616,11.283015285451198,11.26253137254902,9.294742424242424,9.048756429699845,10.235448121570284,9.806846666666667
how do modern laundry detergents compare to ones from 25 or 50 years ago?,14.126172112676056,10.301668181818185,10.701501762820511,10.062590592334494,7.735153023255814,11.7749782320442,11.727695271867612,11.155909523809523,9.325043859649124,12.809622222222222,8.592416464237518,12.55694169246646,9.771895024875622,12.379209090909091,11.948357142857144,14.453051145038168,12.832279190751445,13.042220903954805,13.316881168831168,11.205514772727271,11.503364971751411,12.740221526142252,11.240152087756549,10.701501762820511,10.191765464632455,12.680102946140863,9.267511977401131
"does a supermassive black hole exist before a galaxy aggregates, and serve as an attractor to create​ the galaxy, or does the supermassive black hole aggregate because of the existing galaxy?",11.047394736842104,10.912308385744236,10.057166666666664,10.379802272727272,10.11759311294766,10.693338095238095,10.837859094125974,10.086442372881356,9.819687878787878,10.417403370786518,9.426378787878788,10.5191115625,10.69423732718894,10.64446507650765,11.24773439490446,12.861942424242423,12.158259420289854,11.293269934640524,12.354413978494623,10.213102762608417,10.2229859754738,11.305536134304496,11.358442857142856,9.850273140096618,10.56831117318436,10.322453153153154,10.023950741608118
"if all the satellites currently orbiting the earth were left unattended, how long would it take them to crash back down to us, and what would be the contributing factors leading to their downfall?",12.601185642946318,11.855742188381276,11.643705910165483,10.67571570635937,10.15691784776903,12.066881171319102,10.974273805090007,10.990628042328042,9.906958882402002,13.306215833333336,11.390766373626374,11.83045017921147,11.200454091999246,12.237654791154792,11.074173015873017,13.593939285714288,14.645975990675993,12.597276655052266,13.23067882018479,10.842474871794872,10.874621403508772,11.760884177835894,9.67881412958626,11.61301663597299,9.767833333333332,11.407591464510332,10.974074074074075
"how can nuclear naval reactors produce almost as much power as nuclear power plants, yet are many times smaller?",13.16255568627451,10.967743407043407,12.028225960061445,10.73144431308602,10.2451,12.441845490782262,11.441910801393728,9.20526103896104,10.751218681318685,12.17631236673774,11.218024789915969,12.471986569241476,9.3035,13.117864341085273,10.903278611332802,14.56907971646674,12.684151754385963,12.355092592592593,13.750346654611214,10.43877181379506,10.886705985552116,12.167833990147784,11.675262751322752,12.78980925925926,10.053718079096049,11.4168333841851,9.132566760961812
"how many nuclear plants would we need to replace our dependence on fossil fuels? if we started right now, how fast could we build them?",14.5117903803132,11.7863202020202,11.091804081632652,10.02959534368071,11.994896515937732,12.208287368421052,10.952567403314918,11.707641935483872,9.990179166666667,13.07743413295904,11.309152861952862,15.217589743589745,9.084028767123288,14.701445263157895,11.494737254901962,13.853192801771872,12.615668588957057,13.760980286738352,13.44346140350877,10.745567132867132,11.795191295938103,12.859019341144506,11.989977108433736,10.912023711340208,9.939681818181818,12.520381695568402,9.907733167965983
is there a maximum gravity for lagrange points associated with co-orbiting black holes?,11.994589957264957,10.983441839447105,12.077056369982548,9.926816045245078,10.592781081081082,11.51608454627134,12.03600940397351,12.047641463414635,10.187535940803382,11.975538596491228,10.829476223776224,9.20200612244898,10.366722222222222,11.17085882352941,10.790151785714286,13.699511891891891,12.633781463414634,12.897083505154638,13.303259523809524,11.438978028169014,11.75183690579084,11.751205374823195,10.164633333333333,11.14020634920635,10.278807936507937,10.703817370892018,10.027837688442212
what is soil and dirt comprised of?,9.949064764267993,9.877728282828285,9.622384221105529,9.657554970760234,10.79547283018868,9.731426315789474,10.976851724137932,7.561045454545455,9.786878877887789,10.51083527905786,8.013363719559486,9.927345029239769,9.732304662004662,10.243238308457713,9.809978282828284,12.414758419243986,11.631551525423731,11.749166666666667,12.167890049751245,9.789108224299063,9.79805902777778,11.267863293310464,9.987225207100591,9.622384221105529,9.221471980676329,11.387400795755969,9.33532166387493
is lab grown meat chemically identical to the real thing? how does it differ?,11.829561242937856,11.04491076923077,11.770090954319311,11.61784129736673,10.068072693726938,10.834561261261262,10.73059169435216,10.766136363636363,10.536228352013284,11.83425880448694,10.53084213836478,9.902397282816686,10.326549261083745,12.83434260282382,11.526569621066152,13.216415087719298,12.323272262773724,12.4987,12.459416666666668,11.217434116495353,9.303428846153846,11.570154101995566,11.871796855345911,11.770090954319311,11.540097021276596,12.276566965864273,10.07877342995169
"if a commercial airplane has both engines fail at cruising altitude, how far can it glide in an attempt to find a safe place to land?",11.682555555555556,11.004013503971755,11.81697062600321,9.9525653893192,9.35037987987988,10.549538123167157,10.614045945945946,11.858,8.68810906403941,10.8024762464986,10.749983435582823,12.565836854937018,9.283561016949152,10.476320726495729,10.278490476190475,12.5235,14.235791666666668,13.673991275167786,11.82858824940048,11.167986666666668,11.733560082304528,11.608693103448276,10.565913725490196,12.028166666666667,8.462742089093702,10.134798850574715,9.490839495798319
can a 4-d object spin in two directions?,9.346892835820896,10.221518181818183,10.080294285714285,7.690728318584071,9.970394505494506,11.009214049586776,10.28286603773585,10.618475483870968,9.461802702702702,9.538416510903428,9.591384724122207,9.606633333333331,6.79863427931292,10.534199889989,10.340897222222225,11.38220810810811,10.848415555555558,11.611473809523812,12.014092727272727,9.217810416666666,9.51658407960199,9.981749724310776,9.643833333333331,9.664406896551723,9.109246782776973,9.456593468013468,8.466810398098634
my brother married my wife's sister. how similar are our kids genetically?,9.996673040752352,7.916347058823529,9.331090476190475,9.066957085427136,9.354813725490196,10.119250877192982,10.8205,10.10661973392461,9.669336689767633,9.80750302072357,8.766885145888594,6.900069043126685,9.105192367906067,9.50036057529611,8.74738717948718,10.177094951456311,11.22732105263158,10.89589523809524,10.834561261261262,9.29347142857143,9.102333305012744,10.102401918976549,9.686188268156425,9.931222727272727,8.95896612244898,9.109411627906976,8.758149666221628
is it possible to reach higher local temperature than the surface temperature of the sun by using focusing lenses?,11.70534627720504,10.35014566996984,11.25024398200225,11.225890476190475,9.175493258426968,11.72936274509804,9.565215789473683,11.627478956372968,10.234876494427558,11.789629192546585,9.675181081081082,11.108466666666668,9.375066284695697,11.221248027444254,10.613852858060373,12.969687118644067,11.64343605442177,12.309203752759382,12.625108358208957,9.627381690140844,9.948291709646613,10.568784594076284,12.210471428571427,11.012049367088608,10.03838908765653,10.574328650137742,9.348761982747842
