idx,cluster,dpo_side,dpo_model,rubric_gap,dpo_rubric,opp_rubric,dpo_metaphor,opp_metaphor,question
118,3,a,scicomma-3.1-dpo_prompt,0.24859934799125846,0.47363044756744616,0.2250310995761877,1.0,0.0,how many people does the average person pass a common cold to?
119,3,a,scicomma-3.1-dpo_prompt,0.12809652093971768,0.6331097147108973,0.5050131937711796,0.9820137869453688,0.7772998560157665,what could be the cause of these surface patterns on mars?
307,1,a,scicomma-3.1-dpo_prompt,0.11777376915014276,0.5729733638224948,0.455199594672352,0.9669140232797722,0.0,does air have a burning temperature?
309,1,a,scicomma-3.1-dpo_prompt,0.03101969899878454,0.48207226370269707,0.45105256470391253,0.1329642505050895,0.0,is there a tidal effect on our atmosphere?
314,1,b,scicomma-3.1-dpo_prompt,0.062012270885125675,0.4426867848937208,0.38067451400859514,0.1066905982062379,0.1824255326961778,how small would the moon need to be for someone to escape its gravity simply by jumping as high as they can?
317,1,b,scicomma-3.1-dpo_prompt,0.038126482726331345,0.5844465543391152,0.5463200716127838,1.0,1.0,"flair:'neuroscience' if you were to ""mentally practice"" tennis, would the parts of your brain normally associated with actually playing tennis (especially movement) be activated as a result?"
319,1,b,scicomma-3.1-dpo_prompt,0.02806798722416537,0.5865512187384588,0.5584832315142935,0.9875683509190756,0.6513548511303338,is there a planet in the 'habitable zone' close enough such that we could see it emitting artificial light?
322,1,a,scicomma-3.1-dpo_prompt,0.19325815645502326,0.5053330939612652,0.312074937506242,0.939913344987013,0.1645164628965631,how strong would the casing of a nuclear bomb be to hold in a nuclear blast? what would be the effects?
330,1,a,scicomma-3.1-dpo_prompt,0.05727356558280816,0.49455499060311786,0.4372814250203097,0.1480471942727456,0.0,"my 11 year old son just asked; if you had a straw long enough to go from the bottom of the ocean up to space, would space's vacuum suck the water out of the ocean? my gut says yes, but what does science say?"
335,1,b,scicomma-3.1-dpo_prompt,0.02915139557880153,0.5424455892211049,0.5132941936423033,0.9324533093296392,0.9399133470909168,why do we consider it certain that radioactive decay is completely random?
339,1,a,scicomma-3.1-dpo_prompt,0.00029092862070423386,0.7256790715245284,0.7253881429038241,1.0,0.9740426400236378,why my phones touchscreen sometimes registers a touch when in reality my finger is millemeter or two from screen?
341,1,a,scicomma-3.1-dpo_prompt,0.050921211936081456,0.5882616570426824,0.537340445106601,0.9890130590796806,1.0,"does gum left under a desk or table reach some sort of ""germ equilibrium"" with its surroundings?"
344,1,b,scicomma-3.1-dpo_prompt,0.00045505521880295774,0.5879784802874458,0.5875234250686429,0.9770226308426494,0.0534033330012421,"if we cloned a mammoth, would that mammoth and all resulting mammoths that spawned from that mammoth have extremely short lifespans due to telomere length?"
348,1,a,scicomma-3.1-dpo_prompt,0.099181879543145,0.4418731701220113,0.3426912905788663,0.0675466869162138,0.0,lightning produces ozone. many ionizing air purifiers also produce ozone. does an electric current exposed to air always produce ozone?
353,1,b,scicomma-3.1-dpo_prompt,0.28856849969647863,0.6661417174456783,0.37757321774919966,0.8670357718273068,0.3208212943308302,"do dogs have any voluntary control over the wagging of their tails, or is it a completely involuntary response?"
354,1,a,scicomma-3.1-dpo_prompt,0.025318719527693268,0.5366628068292806,0.5113440873015873,1.0,1.0,what is it about human physiology that makes a +/- 5 degree body temperature change fatal?
358,1,b,scicomma-3.1-dpo_prompt,0.16855794202447372,0.7114016052089492,0.5428436631844755,0.9706877697786226,0.651354857898194,how did einstein work out that the speed of light is the fastest speed there is? how do we know this?
364,1,b,scicomma-3.1-dpo_prompt,0.010788811374893736,0.49883052842936665,0.4880417170544729,0.5621765008857982,0.1192029314092759,"if humans could process gasoline for energy, how much gas would we need per day?"
365,1,a,scicomma-3.1-dpo_prompt,0.07394788009228448,0.6666366554826052,0.5926887753903207,1.0,1.0,why does recently gained muscle mass deteriorate when there's a lack of physical activity?
368,1,a,scicomma-3.1-dpo_prompt,0.3507524159176748,0.5635341218105103,0.2127817058928355,1.0000000000000002,0.0850990432667762,how does a desert form right next to an ocean?
369,1,a,scicomma-3.1-dpo_prompt,0.06350224897255219,0.6027747043029925,0.5392724553304403,1.0,0.4073334000459302,how many gps devices can handle a group of gps satellites at once? i mean there are billions of smartphones and other gps devices. how can all of those be processed at almost the same time by a handful of satellites?
371,1,a,scicomma-3.1-dpo_prompt,0.24456172454479636,0.6863195707240131,0.4417578461792167,0.8670357649558007,0.0,can you pop popcorn with sound?
372,1,b,scicomma-3.1-dpo_prompt,0.036318738559503905,0.5291754303828623,0.4928566918233584,0.9399133470909172,0.754914997895581,"could virtual particles turn out to be just mathematical fictions, a bit like epicycles?"
373,1,a,scicomma-3.1-dpo_prompt,0.022903474193178397,0.7242138741029057,0.7013103999097273,0.939913352771458,0.9046505325302034,aren't we technically still in an ice age?
374,1,b,scicomma-3.1-dpo_prompt,0.0023462080014761133,0.5948727109811364,0.5925265029796603,0.4687906266262437,0.957912271934191,how similar are other mammals taste buds to ours?
379,2,a,scicomma-3.1-dpo,0.07476482251166833,0.22862569565638077,0.15386087314471245,0.0,0.0,how is this paradox involving basic relativity principles explained?
380,2,a,scicomma-3.1-dpo,0.15488089057720655,0.4806016324531723,0.3257207418759657,0.5621765008857981,0.0,"since a star has used up its hydrogen before it goes supernova, how does the resulting gasses give birth to new stars?"
381,2,a,scicomma-3.1-dpo,0.08182624539236297,0.27907643334663434,0.19725018795427138,0.0,0.0,are monopole magnets theoretically possible?
388,2,b,scicomma-3.1-dpo,0.3186510299937968,0.5292622548816793,0.21061122488788256,0.9706877663867576,0.0,can you get drunk by inhaling alcohol vapors?
389,2,a,scicomma-3.1-dpo,0.31985727720191137,0.5298089728803076,0.20995169567839622,0.0140636296130463,0.0,"if monkeys are our closest relative, what is our most distant relative? is there even any way to figure that out?"
390,2,a,scicomma-3.1-dpo,0.0383219750706473,0.26361912250228464,0.22529714743163734,0.0,0.0,"why are the psychological prime colors (red, blue, yellow) different from the mixing primary colors(magenta, cyan, yellow)?"
391,2,b,scicomma-3.1-dpo,0.24737529130907016,0.41651001837062657,0.1691347270615564,0.268941415510503,0.0,is it possible to kill a house fly with a static charge that you have accumulated?
393,2,b,scicomma-3.1-dpo,0.26276889319322605,0.4711767956237489,0.20840790243052285,0.8354835432479663,0.0,does purposely letting my laptop 'drain' the battery actually help it last longer unplugged than keeping it charged when i can?
394,2,b,scicomma-3.1-dpo,0.1276404988183422,0.3260849211864587,0.19844442236811652,0.0,0.0,"modern alternatives to freud's concept of id, ego and superego?"
395,2,a,scicomma-3.1-dpo,0.2305654951271564,0.5133950937135718,0.28282959858641543,0.4073334000459302,0.0,"seeing as how jupiter is a gas giant, what would happen if we would step foot on it? would we keep falling to the centre?"
397,2,b,scicomma-3.1-dpo,0.2585666083505468,0.44550063525637734,0.18693402690583052,0.9241418147556224,0.0,how come our eyes don't feel cold when it's frigid temperatures outside?
399,2,a,scicomma-3.1-dpo,0.40823025035948135,0.5858712707224691,0.17764102036298782,0.5926665999540697,0.0,does gravity cause the bending of space-time or does the bending of space-time create gravity?
402,2,a,scicomma-3.1-dpo,0.1379226081696998,0.3140115763710387,0.1760889682013389,0.0,0.0,how do scientists determine the age of cave paintings?
403,2,a,scicomma-3.1-dpo,0.03798405024386298,0.23555021862314762,0.19756616837928465,0.0,0.0,"in an otherwise 'empty' universe, would two protons randomly placed in that universe eventually collide due to gravity?"
405,2,b,scicomma-3.1-dpo,0.02435729973770462,0.34053487666414656,0.31617757692644194,0.0758581878559447,0.0,"why can my eyes adjust fairly quickly when i go from a dark place to a light one, but take a long time to adjust when i do the reverse?"
409,2,b,scicomma-3.1-dpo,0.035574256901600876,0.20434142671586164,0.16876716981426076,0.0,0.0,how are/were tribal societies in places like the arctic able to survive without fruits and vegetables? why don't/didn't they all have scurvy or protein poisoning?
410,2,b,scicomma-3.1-dpo,0.34967737215890404,0.5691518623944273,0.21947449023552323,1.0,0.0,why do abandoned buildings seem to decay so quickly when people live in buildings that are centuries old?
413,2,a,scicomma-3.1-dpo,0.04790268567152009,0.178447391885573,0.1305447062140529,0.0,0.0,what could be the cause of these surface patterns on mars?
419,2,a,scicomma-3.1-dpo,0.011077638552374203,0.19793296519298068,0.18685532664060647,0.0,0.0,how do you invent a programming language?
420,2,a,scicomma-3.1-dpo,0.4409203328200837,0.6125560642509084,0.1716357314308247,1.0,0.0,can film exist in a format that isn't a series of still frames? whether analog or digital?
421,2,b,scicomma-3.1-dpo,0.05217815302703202,0.25436554730207883,0.2021873942750468,0.0953494546163617,0.0,"is it strange that given gazillion of planets in gazillion of galaxies, earth has almost all the possible elements?"
422,2,b,scicomma-3.1-dpo,0.07798606313162187,0.23315249863786316,0.1551664355062413,0.0,0.0,"swallows can fly at great heights to feed on insects, but why do the insects themselves fly so high, and what do they feed on?"
427,2,b,scicomma-3.1-dpo,0.30893775655565014,0.5092451598418157,0.2003074032861656,0.2227001336663842,0.0,"why do stars explode in an ""hourglass"" shape?"
430,2,b,scicomma-3.1-dpo,0.24679134448968182,0.5720792482491438,0.325287903759462,0.9149009590535488,0.0,how do solar panels work?
433,2,a,scicomma-3.1-dpo,0.08534067829181266,0.2805129883663734,0.19517231007456073,0.0,0.0,"i just bought a re-usable toy hand warmer for my son that works by ""clicking"" a small metal clip inside the sachet of clear liquid. the liquid turns opaque in an instant and the sachet becomes warm. how does it work?"
434,2,a,scicomma-3.1-dpo,0.2974001550679183,0.48744655389403174,0.1900463988261135,0.9796676455813852,0.0,is there a limit to the loudest sound earth's atmosphere can carry?
435,2,a,scicomma-3.1-dpo,0.1840885563759934,0.3896069120092036,0.20551835563321022,0.0,0.0,"what happens to the speed of photons emitted by a moving light source? do they travel faster than the speed of light, c?"
436,2,a,scicomma-3.1-dpo,0.056364897994471475,0.3060105473320334,0.24964564933756195,0.0,0.0,"if a person were to die on the moon or mars, would the body decompose?"
437,2,a,scicomma-3.1-dpo,0.00044300339428540725,0.1937055229551401,0.1932625195608547,0.0,0.0,"can satellites be in geostationary orbit at places other than the equator? assuming it was feasible, could you have a space elevator hovering above nyc?"
443,2,b,scicomma-3.1-dpo,0.5362185887005152,0.712190298763685,0.1759717100631698,0.9626731160024468,0.0,why do our teeth not heal or regenerate when cracked or broken?
444,3,b,scicomma-3.1-dpo_prompt,0.018514304669842496,0.54275621422652,0.5242419095566775,1.0,0.3775406758018018,why do cavities and necrosis turn teeth/tissue black?
446,3,a,scicomma-3.1-dpo_prompt,0.007061755851172746,0.5863553710228228,0.57929361517165,0.9324533149608596,1.0,how do hackers make the jump from discovering a vulnerability to having access to or control of a remote server?
448,3,b,scicomma-3.1-dpo_prompt,0.2666473414985216,0.6455677046473898,0.3789203631488682,0.9149009578933862,0.0109869418412359,"the all-green picture with ""red"" strawberries picture. do i see red because i know ripe strawberries are red?"
449,3,b,scicomma-3.1-dpo_prompt,0.21344895702722877,0.47901789246889176,0.265568935441663,0.5621765008857982,0.0,is it possible to harness gravity as a means of producing energy?
450,3,b,scicomma-3.1-dpo_prompt,0.05069174862950193,0.40819561436316265,0.3575038657336607,0.2942149845400437,0.0,what percentage of our body mass is dna?
451,3,a,scicomma-3.1-dpo_prompt,0.09145926508561547,0.5811230026224093,0.4896637375367939,1.0,0.7981867753392728,why does space-x use a suicide burn for its reuseable boosters rather than parachutes?
452,3,b,scicomma-3.1-dpo_prompt,0.13824375885306517,0.7229813037585876,0.5847375449055224,0.8519528076067262,0.8807970889295664,"i was recording myself in my sleep last night and it got me thinking, what decides why we change sleeping positions while we're sleeping?"
457,3,a,scicomma-3.1-dpo_prompt,0.43308088694813707,0.636828918616933,0.20374803166879593,0.966914022445534,0.0,"why does the flame of a cigarette lighter aid visibility in a dark room, but the flame of a blowtorch has no effect?"
462,3,a,scicomma-3.1-dpo_prompt,0.357511240676334,0.5834359095562788,0.22592466887994478,1.0,0.0,"if we are running out of helium, why is it still used to inflate party balloons?"
463,3,a,scicomma-3.1-dpo_prompt,0.25204058810539326,0.5137787205356994,0.26173813243030614,1.0,0.0,why is hiroshima not radioactive today?
464,3,b,scicomma-3.1-dpo_prompt,0.015331596574966744,0.6658332023011292,0.6505016057261624,0.9399133489844308,0.4999999999999999,what is happening when i create plastic from milk and vinegar?
465,3,b,scicomma-3.1-dpo_prompt,0.10423524466442907,0.5702035259689543,0.4659682813045252,0.9626731131913228,0.4073334000459302,"is it possible for a solar system to ""survive"" without being part of a galaxy?"
466,3,b,scicomma-3.1-dpo_prompt,0.1384555635218514,0.6611463619232979,0.5226907984014465,1.0,0.9579122753885636,"how do blackouts work? was the memory never recorded, never saved or deleted while sleeping?"
467,3,a,scicomma-3.1-dpo_prompt,0.15106317501903416,0.5809304601826056,0.4298672851635715,0.5621765008857981,0.1645164588002102,is the earth attracted to the location of the sun now or the location it was 8 minutes ago?
468,3,a,scicomma-3.1-dpo_prompt,0.31075224363132314,0.5261875979049296,0.21543535427360647,0.8933094025038597,0.0,if humans could digest petrol/gas how much energy could we gain from it? how much would it take to make us go for a day?
469,3,b,scicomma-3.1-dpo_prompt,0.39230784260832463,0.6361239582728814,0.24381611566455677,1.0000000000000002,0.0,why doesn't the gas cylinder of a gas stove explode when the burner of the gas stove is ignited?
470,3,b,scicomma-3.1-dpo_prompt,0.4716891578685968,0.6829163810625903,0.21122722319399354,1.0,0.0,"as someone gets more obese, do their actual skin cells stretch or do they replicate fast enough to keep up with the increasing surface area?"
471,3,b,scicomma-3.1-dpo_prompt,0.036292648485370615,0.5784505536788955,0.5421579051935249,1.0,0.3775406758018018,why is the effect of tinnitus a high pitched ring instead of a low hum or any other sound effect?
472,3,b,scicomma-3.1-dpo_prompt,0.09103491687489107,0.7258537972284581,0.634818880353567,0.9796676487721512,1.0,are there any viruses that are actually beneficial to their hosts?
473,3,a,scicomma-3.1-dpo_prompt,0.2519647158176466,0.6586214205303228,0.4066567047126762,0.9706877724815144,0.0,"when you train yourself to hold your breath longer, what exactly is it that you improve?"
474,3,b,scicomma-3.1-dpo_prompt,0.015101505842107787,0.3649038932348116,0.3498023873927038,0.0,0.0,is there an evolutionary advantage to right-handedness?
477,3,b,scicomma-3.1-dpo_prompt,0.15210278760775475,0.5380538840357945,0.3859510964280397,0.8807970732843033,0.0,"what is the best way to play the lottery, scientifically?"
479,3,a,scicomma-3.1-dpo_prompt,0.30639138156273626,0.4863002430973622,0.17990886153462596,0.957912273285902,0.0,can you die from a magnet? how strong does it have to be?
480,3,a,scicomma-3.1-dpo_prompt,0.022696319638919937,0.6105504330178516,0.5878541133789317,0.962673113726775,0.9770226303826816,"when a government or company wants to launch a new satellite, how do they know its orbit won’t make it crash into another satellite? is there some kind of universal database that shows where everything is up there?"
481,3,a,scicomma-3.1-dpo_prompt,0.4123526886889018,0.7276520922950623,0.31529940360616054,0.9770226314698788,0.0,do animals have a sense of time as we do?
482,3,b,scicomma-3.1-dpo_prompt,0.4388498642534399,0.717634170470851,0.27878430621741107,1.0,0.0,what happens to water when it freezes and can't expand?
483,3,b,scicomma-3.1-dpo_prompt,0.4283686697314013,0.6643620800567718,0.23599341032537044,1.0,0.0,could a woman deform her breasts if she sleeps on her stomach every night?
486,3,a,scicomma-3.1-dpo_prompt,0.34639127708041806,0.5292887600223292,0.18289748294191113,0.9324533093296392,0.0,are organisms that regrow appendages like flatworms and starfish at risk of diseases like cancer?
487,3,b,scicomma-3.1-dpo_prompt,0.3797291346575826,0.5915969056423922,0.21186777098480958,0.5312093733737562,0.0,a doctor will clean an injection site before giving a shot - why doesn't a dentist need to do so before a numbing shot? don't our mouths generally have more bacteria than our arm/leg skin?
488,3,a,scicomma-3.1-dpo_prompt,0.23764374040540273,0.46925110379915075,0.23160736339374802,0.5312093733737562,0.0,how much is the gravity of the sun decreasing because of the mass converted to energy through nuclear fusion?
489,3,a,scicomma-3.1-dpo_prompt,0.0712667214669992,0.6412414012402655,0.5699746797732663,1.0,0.946596669446901,is there any dark matter in my room right now?
492,3,a,scicomma-3.1-dpo_prompt,0.5557406580310021,0.7322636152703367,0.17652295723933456,1.0,0.0,why does stretching feel so good?
493,3,a,scicomma-3.1-dpo_prompt,0.32507945043290853,0.615452041411542,0.29037259097863344,0.9890130563776502,0.2450850131323717,why do psychedelic mushrooms produce psychoactive chemicals?
494,3,a,scicomma-3.1-dpo_prompt,0.20990437202381074,0.5490615897884705,0.3391572177646598,0.914900950352329,0.1645164608483867,"are there ""deserts"" (vast areas that don't provide any life-sustaining resources) in the ocean?"
497,3,b,scicomma-3.1-dpo_prompt,0.1909806964602236,0.5725530801733956,0.381572383713172,1.0,0.0,"why are dragonfruit seeds randomly organised, when most other fruits take a symmetrical pattern?"
500,3,b,scicomma-3.1-dpo_prompt,0.12083289480510129,0.6598320484560682,0.538999153650967,1.0,0.622459324198198,how does something as large as a city affect the crust/mantle below it? could a city become so large and heavy that it would collapse or compress the earth underneath?
502,3,b,scicomma-3.1-dpo_prompt,0.38141732840257286,0.7110994145654811,0.32968208616290823,0.9465966745315054,0.0,is there an economic mechanism that prevents a few entities from acquiring all of the housing and renting it out?
503,3,a,scicomma-3.1-dpo_prompt,0.13727435134084637,0.6065962701447444,0.469321918803898,0.9770226281664712,0.0,why does steam sometimes rise from cold water?
506,3,a,scicomma-3.1-dpo_prompt,0.08823901114990487,0.2913092898714314,0.20307027872152653,0.0,0.0,do pets feel emotion toward owners?
786,2,b,scicomma-3.1-dpo,0.35368031292133517,0.5813431497244281,0.22766283680309293,0.8175744761936435,0.0,"my computer has lots and lots of tiny circuits, logic gates, etc. how does it prevent a single bad spot on a chip from crashing the whole system?"
788,3,a,scicomma-3.1-dpo_prompt,0.1528454162722,0.43639036676345944,0.28354495049125944,0.798186787341014,0.0,"when a small body of water dries up, where do the aquatic animals go?"
790,3,b,scicomma-3.1-dpo_prompt,0.39420161148667254,0.5866390474970079,0.19243743601033533,0.6791787121629465,0.0,about how far up would an average helium party balloon float if let go right after being filled?
791,3,b,scicomma-3.1-dpo_prompt,0.41670852615034915,0.6220935875162752,0.20538506136592605,1.0,0.0,"are vitamins in cereal ""sprayed on""? do you miss some of them if you don't drink the left-over milk?"
792,3,a,scicomma-3.1-dpo_prompt,0.10213622824794394,0.5983898014576775,0.49625357320973357,0.9324533069832974,0.1645164588002103,how do we know what is in the middle of the earth?
797,1,a,scicomma-3.1-dpo_prompt,0.14681180324784243,0.6466840985319217,0.4998722952840792,1.0,0.0140636290448491,"without friction, would a ball still spin when going down a slope?"
